timepoint_id,target,type,quantile,value
4,S,quantile,0.1,38.815079116821295
4,S,quantile,0.15,61.12887802124023
4,S,quantile,0.2,141.7829345703125
4,S,quantile,0.25,229.06267166137695
4,S,quantile,0.3,324.1373260498047
4,S,quantile,0.35,367.21779785156247
4,S,quantile,0.4,453.5840087890625
4,S,quantile,0.45,571.3838836669923
4,S,quantile,0.5,659.3370666503906
4,S,quantile,0.55,709.6138061523437
4,S,quantile,0.6,767.1463745117187
4,S,quantile,0.65,811.4721435546877
4,S,quantile,0.7,893.9572814941406
4,S,quantile,0.75,934.4494171142578
4,S,quantile,0.8,951.1292358398438
4,S,quantile,0.85,976.6895019531249
4,S,quantile,0.9,986.6957885742188
4,S,quantile,0.95,997.0712219238281
4,S,quantile,0.975,998.3079330444336
4,S,quantile,0.99,998.988676147461
